"","indication_category","concept_id","concept_code","concept_name","domain_id","vocabulary_id"
"300","Eye infection",4088086,"186267004","Tuberculous keratoconjunctivitis","Condition","SNOMED"
"301","Eye infection",4090677,"186319007","Oculoglandular listeriosis","Condition","SNOMED"
"302","Eye infection",4091179,"186266008","Tuberculous chronic iridocyclitis","Condition","SNOMED"
"303","Eye infection",4098881,"27020006","Trachomatous follicular conjunctivitis","Condition","SNOMED"
"304","Eye infection",4103653,"299699004","Infective conjunctivitis","Condition","SNOMED"
"305","Eye infection",4106896,"29786001","Listeria conjunctivitis","Condition","SNOMED"
"306","Eye infection",4109134,"193787009","Keratitis due to tuberculosis","Condition","SNOMED"
"307","Eye infection",4109415,"193487008","Secondary infected iridocyclitis","Condition","SNOMED"
"308","Eye infection",4109568,"193786000","Keratitis due to syphilis","Condition","SNOMED"
"309","Eye infection",4132493,"410477000","Infective uveitis","Condition","SNOMED"
"310","Eye infection",4132494,"410478005","Ocular syphilis","Condition","SNOMED"
"311","Eye infection",4132637,"410578007","Infective scleritis","Condition","SNOMED"
"312","Eye infection",4134613,"128351009","Eye infection","Condition","SNOMED"
"313","Eye infection",4137384,"425618009","Mycobacterial keratitis","Condition","SNOMED"
"314","Eye infection",4146111,"267642007","Acute mucopurulent conjunctivitis","Condition","SNOMED"
"315","Eye infection",4146848,"268842008","Neonatal dacryocystitis or conjunctivitis due to chlamydiae","Condition","SNOMED"
"316","Eye infection",4150734,"278930003","Pseudomonas ophthalmia neonatorum","Condition","SNOMED"
"317","Eye infection",4150804,"268839002","Neonatal dacryocystitis or conjunctivitis due to staphylococcus","Condition","SNOMED"
"318","Eye infection",4151000,"314557000","Bacterial keratitis","Condition","SNOMED"
"319","Eye infection",4153371,"371124005","Infected corneal abrasion","Condition","SNOMED"
"320","Eye infection",4153569,"268838005","Neonatal dacryocystitis or conjunctivitis due to Escherichia coli","Condition","SNOMED"
"321","Eye infection",4159754,"371123004","Infected conjunctival abrasion","Condition","SNOMED"
"322","Eye infection",4163288,"399219006","Keratoconjunctivitis due to Moraxella bovis","Condition","SNOMED"
"323","Eye infection",4171248,"276680000","Neonatal bacterial conjunctivitis","Condition","SNOMED"
"324","Eye infection",4173342,"276689004","Coliform ophthalmia neonatorum","Condition","SNOMED"
"325","Eye infection",4174302,"276675009","Neonatal infection of the eye","Condition","SNOMED"
"326","Eye infection",4174307,"276691007","Staphylococcal ophthalmia neonatorum","Condition","SNOMED"
"327","Eye infection",4174680,"48225000","Tuberculous disseminated chorioretinitis","Condition","SNOMED"
"328","Eye infection",4186741,"413716003","Brucellosis uveitis","Condition","SNOMED"
"329","Eye infection",4187784,"413626002","Bacterial endophthalmitis","Condition","SNOMED"
"330","Eye infection",4189317,"414600000","Lepromatous anterior uveitis","Condition","SNOMED"
"331","Eye infection",4193385,"79158003","Tuberculous interstitial keratitis","Condition","SNOMED"
"332","Eye infection",4195054,"312934004","Syphilitic chorioretinitis","Condition","SNOMED"
"333","Eye infection",4196116,"312955002","Tertiary syphilitic chorioretinitis","Condition","SNOMED"
"334","Eye infection",4198121,"314029000","Tuberculous uveitis","Condition","SNOMED"
"335","Eye infection",4208814,"312428002","Corneal infection","Condition","SNOMED"
"336","Eye infection",4209134,"56009001","Inclusion conjunctivitis of the adult","Condition","SNOMED"
"337","Eye infection",4210034,"55555001","Trachomatous pannus","Condition","SNOMED"
"338","Eye infection",4213657,"415182001","Propionibacterium acnes endophthalmitis","Condition","SNOMED"
"339","Eye infection",4214437,"414491002","Infectious endophthalmitis","Condition","SNOMED"
"340","Eye infection",4218993,"417115008","Mycobacterium avium intracellulare group choroiditis","Condition","SNOMED"
"341","Eye infection",4220916,"417321001","Human T-cell Lymphoma Virus Type -1 associated uveitis","Condition","SNOMED"
"342","Eye infection",4224176,"84288007","Tuberculous episcleritis","Condition","SNOMED"
"343","Eye infection",4238336,"5808000","Morax lacunata angular conjunctivitis","Condition","SNOMED"
"344","Eye infection",4244336,"93417001","Conjunctivitis due to Bordetella pertussis","Condition","SNOMED"
"345","Eye infection",4252044,"410473001","Lyme uveitis","Condition","SNOMED"
"346","Eye infection",4252045,"410474007","Lyme keratitis","Condition","SNOMED"
"347","Eye infection",4256465,"410476009","Uveitis due to leptospirosis","Condition","SNOMED"
"348","Eye infection",4259500,"410470003","Syphilitic retinitis","Condition","SNOMED"
"349","Eye infection",4259502,"410472006","Bartonella henselae neuroretinitis","Condition","SNOMED"
"350","Eye infection",4259503,"410475008","Lyme conjunctivitis","Condition","SNOMED"
"351","Eye infection",4287838,"68898005","Catarrhal conjunctivitis","Condition","SNOMED"
"352","Eye infection",4310674,"8554002","Brazilian purpuric fever","Condition","SNOMED"
"353","Eye infection",4312036,"94151004","Meningococcal conjunctivitis","Condition","SNOMED"
"354","Eye infection",4319157,"95884007","Staphylococcal eye infection","Condition","SNOMED"
"355","Eye infection",4322865,"9941009","Congenital syphilitic choroiditis","Condition","SNOMED"
"356","Eye infection",4334111,"231892007","Infective corneal ulcer","Condition","SNOMED"
"357","Eye infection",4334113,"231907006","Disciform keratitis","Condition","SNOMED"
"358","Eye infection",4334748,"231909009","Infectious crystalline keratopathy","Condition","SNOMED"
"359","Eye infection",4335889,"231858009","Gonococcal conjunctivitis","Condition","SNOMED"
"360","Eye infection",4335899,"231893002","Bacterial corneal ulcer","Condition","SNOMED"
"361","Eye infection",4335988,"231988004","Bacterial chorioretinitis","Condition","SNOMED"
"362","Eye infection",4345454,"240427005","Meningococcal eye disease","Condition","SNOMED"
"363","Eye infection",4345914,"240859005","Conjunctivitis due to Koch-Weeks bacillus","Condition","SNOMED"
"364","Eye infection",4348434,"243321006","Purulent conjunctivitis","Condition","SNOMED"
"365","Eye infection",36674273,"771232003","Infectious epithelial keratitis","Condition","SNOMED"
"366","Eye infection",36714497,"719755001","Adult gonococcal conjunctivitis","Condition","SNOMED"
"367","Eye infection",36714565,"719860006","Acute infectious conjunctivitis","Condition","SNOMED"
"368","Eye infection",36717459,"721281003","Neonatal conjunctivitis and dacrocystitis caused by Neisseria gonorrhoeae","Condition","SNOMED"
"369","Eye infection",37116563,"733312003","Keratitis caused by infection","Condition","SNOMED"
"370","Eye infection",37311893,"789008006","Posterior uveitis due to infectious disease","Condition","SNOMED"
"371","Eye infection",37311935,"788963006","Infectious intermediate uveitis","Condition","SNOMED"
"372","Eye infection",37311939,"788959004","Ophthalmic Lyme borreliosis","Condition","SNOMED"
"373","Eye infection",37312551,"789116000","Infectious panuveitis","Condition","SNOMED"
"374","Eye infection",45757573,"220101000119108","Infectious secondary iritis","Condition","SNOMED"
"375","Eye infection",45757696,"331151000119109","Syphilitic choroiditis","Condition","SNOMED"
"376","Eye infection",45757712,"342381000119109","Gonococcal iritis","Condition","SNOMED"
"377","Eye infection",46273126,"711617002","Syphilitic iritis","Condition","SNOMED"
"378","GI infection",22820,"15284007","Tuberculosis of esophagus","Condition","SNOMED"
"379","GI infection",73409,"31015008","Primary anal syphilis","Condition","SNOMED"
"380","GI infection",192815,"111839008","Intestinal infection due to E. coli","Condition","SNOMED"
"381","GI infection",192819,"4834000","Typhoid fever","Condition","SNOMED"
"382","GI infection",192826,"111798006","Gastrointestinal anthrax","Condition","SNOMED"
"383","GI infection",193402,"75375008","Bacterial enteritis","Condition","SNOMED"
"384","GI infection",193688,"186431008","Clostridioides difficile infection","Condition","SNOMED"
"385","GI infection",193953,"71085009","Paratyphoid B fever","Condition","SNOMED"
"386","GI infection",194288,"186731007","Chlamydial infection of anus and rectum","Condition","SNOMED"
"387","GI infection",195177,"85904008","Paratyphoid fever","Condition","SNOMED"
"388","GI infection",195460,"76623002","Paratyphoid A fever","Condition","SNOMED"
"389","GI infection",195461,"32527003","Staphylococcal enterocolitis","Condition","SNOMED"
"390","GI infection",195462,"82930004","Intestinal infection due to Pseudomonas","Condition","SNOMED"
"391","GI infection",196019,"186225008","Tuberculosis of intestines, peritoneum and mesenteric glands","Condition","SNOMED"
"392","GI infection",196328,"42338000","Salmonella gastroenteritis","Condition","SNOMED"
"393","GI infection",196894,"90271007","Intestinal infection due to Arizona group","Condition","SNOMED"
"394","GI infection",197782,"41545003","Whipple's disease","Condition","SNOMED"
"395","GI infection",198334,"18081009","Enteric campylobacteriosis","Condition","SNOMED"
"396","GI infection",198337,"19213003","Infectious diarrheal disease","Condition","SNOMED"
"397","GI infection",198677,"63650001","Cholera","Condition","SNOMED"
"398","GI infection",198678,"266071000","Intestinal infectious disease","Condition","SNOMED"
"399","GI infection",200629,"81020007","Cholera due to Vibrio cholerae El Tor","Condition","SNOMED"
"400","GI infection",201780,"36188001","Shigellosis","Condition","SNOMED"
"401","GI infection",439669,"186931002","Gonococcal anal infection","Condition","SNOMED"
"402","GI infection",442291,"51254007","Paratyphoid C fever","Condition","SNOMED"
"403","GI infection",443899,"30493003","Intestinal infection due to Proteus mirabilis","Condition","SNOMED"
"404","GI infection",444062,"36529003","Intestinal infection due to Morganella morganii","Condition","SNOMED"
"405","GI infection",600575,"1052296002","Gastritis due to secondary syphilis","Condition","SNOMED"
"406","GI infection",600578,"1052300001","Proctocolitis due to secondary syphilis","Condition","SNOMED"
"407","GI infection",606147,"1142226000","Infection of intestine caused by Salmonella group A","Condition","SNOMED"
"408","GI infection",606773,"1148585008","Infection of intestine caused by Vibrio parahaemolyticus","Condition","SNOMED"
"409","GI infection",608055,"1156793005","Adult intestinal botulism","Condition","SNOMED"
"410","GI infection",618777,"876794002","Splinter of anus with infection","Condition","SNOMED"
"411","GI infection",618804,"876821006","Superficial foreign body of anus with infection","Condition","SNOMED"
"412","GI infection",760842,"119371000119100","Enteritis of small intestine caused by enterotoxigenic Escherichia coli","Condition","SNOMED"
"413","GI infection",3655333,"860874006","Enteritis due to human immunodeficiency virus disease","Condition","SNOMED"
"414","GI infection",3655609,"866074003","Infection of colon caused by Spirochaetes","Condition","SNOMED"
"415","GI infection",4006304,"111362001","Anal furunculosis","Condition","SNOMED"
"416","GI infection",4006347,"12137005","Tuberculous enteritis","Condition","SNOMED"
"417","GI infection",4009328,"111819009","Staphylococcal gastroenteritis","Condition","SNOMED"
"418","GI infection",4038666,"11840006","Traveler's diarrhea","Condition","SNOMED"
"419","GI infection",4041674,"230194002","Neuro - Whipple's disease","Condition","SNOMED"
"420","GI infection",4049881,"12463005","Infectious gastroenteritis","Condition","SNOMED"
"421","GI infection",4050827,"211060000","Abrasion of anus, infected","Condition","SNOMED"
"422","GI infection",4051521,"12435008","Abrasion and/or friction burn of anus with infection","Condition","SNOMED"
"423","GI infection",4063592,"201517005","Seronegative arthritis secondary to Whipple's disease","Condition","SNOMED"
"424","GI infection",4079225,"18229003","Suppurative colitis","Condition","SNOMED"
"425","GI infection",4085628,"186136006","Proteus gastrointestinal tract infection","Condition","SNOMED"
"426","GI infection",4085629,"186137002","Proteus mirabilis gastrointestinal tract infection","Condition","SNOMED"
"427","GI infection",4090532,"186134009","Infection of gastrointestinal tract by Salmonella enterica subspecies arizonae","Condition","SNOMED"
"428","GI infection",4090695,"186394003","Actinomycosis of cecum","Condition","SNOMED"
"429","GI infection",4091157,"186138007","Morganella morganii gastrointestinal tract infection","Condition","SNOMED"
"430","GI infection",4091180,"186272008","Tuberculosis of stomach","Condition","SNOMED"
"431","GI infection",4101109,"27858009","Clostridial gastroenteritis","Condition","SNOMED"
